1) predicted: 3, label: 2
1955) predicted: 3, label: 8
1956) predicted: 9, label: 4
1957) predicted: 0, label: 2
1961) predicted: 3, label: 8
1963) predicted: 3, label: 4
1965) predicted: 1, label: 2
1967) predicted: 8, label: 5
1968) predicted: 1, label: 8
1970) predicted: 3, label: 5
1971) predicted: 8, label: 6
1973) predicted: 3, label: 8
1978) predicted: 9, label: 4
1979) predicted: 3, label: 9
1980) predicted: 8, label: 4
1981) predicted: 8, label: 6
1982) predicted: 8, label: 6
1983) predicted: 8, label: 3
1984) predicted: 0, label: 2
1985) predicted: 9, label: 4
1989) predicted: 1, label: 4
1991) predicted: 8, label: 2
1992) predicted: 1, label: 9
1999) predicted: 3, label: 5
2001) predicted: 3, label: 5
2003) predicted: 8, label: 5
2004) predicted: 3, label: 8
2005) predicted: 0, label: 4
2007) predicted: 9, label: 4
2009) predicted: 0, label: 9
2012) predicted: 9, label: 4
2016) predicted: 0, label: 7
2021) predicted: 8, label: 5
2022) predicted: 9, label: 4
2024) predicted: 9, label: 7
2028) predicted: 8, label: 7
2029) predicted: 8, label: 5
2030) predicted: 8, label: 5
2035) predicted: 3, label: 5
2037) predicted: 6, label: 5
2038) predicted: 1, label: 8
2040) predicted: 8, label: 5
2043) predicted: 1, label: 4
2044) predicted: 3, label: 2
2046) predicted: 9, label: 4
2047) predicted: 8, label: 6
2048) predicted: 3, label: 7
2053) predicted: 1, label: 4
2055) predicted: 0, label: 2
2057) predicted: 0, label: 6
2058) predicted: 7, label: 2
2063) predicted: 3, label: 7
2064) predicted: 8, label: 5
2068) predicted: 3, label: 9
2070) predicted: 9, label: 7
2073) predicted: 0, label: 5
2077) predicted: 3, label: 5
2078) predicted: 8, label: 5
2079) predicted: 1, label: 6
2080) predicted: 8, label: 3
2082) predicted: 1, label: 2
2084) predicted: 0, label: 4
2085) predicted: 3, label: 2
2088) predicted: 3, label: 9
2089) predicted: 3, label: 9
2090) predicted: 1, label: 4
2091) predicted: 3, label: 7
2092) predicted: 1, label: 2
2093) predicted: 1, label: 8
2094) predicted: 7, label: 4
2098) predicted: 0, label: 2
2099) predicted: 3, label: 8
2100) predicted: 3, label: 5
2101) predicted: 8, label: 2
2103) predicted: 8, label: 5
2104) predicted: 3, label: 7
2107) predicted: 0, label: 8
2108) predicted: 3, label: 2
2110) predicted: 8, label: 2
2112) predicted: 8, label: 2
2113) predicted: 8, label: 5
2114) predicted: 3, label: 5
2115) predicted: 0, label: 7
2116) predicted: 8, label: 6
2117) predicted: 9, label: 4
2118) predicted: 0, label: 6
2120) predicted: 3, label: 4
2121) predicted: 1, label: 8
2122) predicted: 3, label: 2
2124) predicted: 0, label: 4
2125) predicted: 3, label: 5
2126) predicted: 3, label: 2
2129) predicted: 0, label: 9
2130) predicted: 8, label: 4
2131) predicted: 8, label: 6
2133) predicted: 3, label: 2
2134) predicted: 9, label: 5
2135) predicted: 1, label: 6
2138) predicted: 8, label: 2
2143) predicted: 1, label: 7
2145) predicted: 0, label: 4
2148) predicted: 9, label: 4
2157) predicted: 1, label: 2
2158) predicted: 3, label: 2
2159) predicted: 8, label: 5
2161) predicted: 3, label: 9
2162) predicted: 3, label: 5
2169) predicted: 9, label: 4
2176) predicted: 9, label: 2
2177) predicted: 3, label: 8
2179) predicted: 3, label: 8
2180) predicted: 0, label: 5
2181) predicted: 0, label: 9
2182) predicted: 3, label: 1
2183) predicted: 0, label: 4
2184) predicted: 8, label: 2
2185) predicted: 3, label: 0
2186) predicted: 0, label: 2
2189) predicted: 1, label: 9
2191) predicted: 8, label: 2
2192) predicted: 3, label: 5
2193) predicted: 0, label: 7
2195) predicted: 3, label: 7
2197) predicted: 1, label: 4
2198) predicted: 3, label: 2
2199) predicted: 1, label: 6
2200) predicted: 1, label: 2
2201) predicted: 3, label: 4
2202) predicted: 1, label: 4
2205) predicted: 9, label: 4
2206) predicted: 9, label: 4
2207) predicted: 8, label: 5
2208) predicted: 1, label: 8
2214) predicted: 3, label: 5
2215) predicted: 0, label: 6
2218) predicted: 9, label: 4
2223) predicted: 7, label: 4
2224) predicted: 3, label: 5
2230) predicted: 8, label: 3
2237) predicted: 3, label: 5
2241) predicted: 8, label: 5
2242) predicted: 8, label: 2
2246) predicted: 1, label: 8
2247) predicted: 3, label: 5
2248) predicted: 3, label: 2
2249) predicted: 0, label: 4
2250) predicted: 1, label: 9
2252) predicted: 1, label: 7
2253) predicted: 0, label: 2
2254) predicted: 0, label: 2
2256) predicted: 0, label: 4
2259) predicted: 3, label: 9
2260) predicted: 3, label: 2
2263) predicted: 0, label: 9
2264) predicted: 6, label: 4
2265) predicted: 9, label: 4
2266) predicted: 3, label: 1
2268) predicted: 0, label: 7
2269) predicted: 1, label: 2
2272) predicted: 0, label: 8
2279) predicted: 0, label: 5
2282) predicted: 8, label: 5
2290) predicted: 1, label: 7
2291) predicted: 3, label: 5
2292) predicted: 3, label: 9
2293) predicted: 0, label: 9
2296) predicted: 1, label: 2
2298) predicted: 3, label: 8
2299) predicted: 8, label: 2
2305) predicted: 1, label: 3
2306) predicted: 7, label: 4
2307) predicted: 8, label: 4
2311) predicted: 1, label: 2
2312) predicted: 8, label: 3
2313) predicted: 3, label: 9
2314) predicted: 0, label: 7
2319) predicted: 0, label: 4
2320) predicted: 3, label: 9
2322) predicted: 3, label: 5
2325) predicted: 3, label: 7
2327) predicted: 3, label: 2
2330) predicted: 9, label: 4
2337) predicted: 0, label: 6
2338) predicted: 0, label: 4
2339) predicted: 3, label: 5
2341) predicted: 0, label: 9
2342) predicted: 3, label: 9
2346) predicted: 8, label: 5
2348) predicted: 1, label: 3
2350) predicted: 8, label: 2
2351) predicted: 0, label: 3
2353) predicted: 3, label: 2
2354) predicted: 3, label: 2
2362) predicted: 1, label: 8
2365) predicted: 4, label: 7
2368) predicted: 9, label: 4
2369) predicted: 0, label: 5
2371) predicted: 0, label: 4
2373) predicted: 9, label: 4
2374) predicted: 1, label: 2
2375) predicted: 0, label: 4
2380) predicted: 0, label: 9
2381) predicted: 7, label: 8
2383) predicted: 8, label: 6
2386) predicted: 9, label: 4
2387) predicted: 1, label: 9
2389) predicted: 3, label: 8
2390) predicted: 3, label: 2
2391) predicted: 8, label: 2
2393) predicted: 3, label: 8
2394) predicted: 3, label: 4
2395) predicted: 0, label: 8
2396) predicted: 0, label: 2
2397) predicted: 3, label: 2
2400) predicted: 3, label: 5
2401) predicted: 9, label: 4
2402) predicted: 9, label: 4
2404) predicted: 0, label: 4
2406) predicted: 1, label: 9
2412) predicted: 1, label: 2
2413) predicted: 0, label: 5
2414) predicted: 1, label: 9
2415) predicted: 3, label: 2
2422) predicted: 9, label: 6
2423) predicted: 3, label: 8
2425) predicted: 3, label: 8
2429) predicted: 8, label: 2
2431) predicted: 0, label: 3
2432) predicted: 8, label: 2
2433) predicted: 1, label: 2
2436) predicted: 0, label: 4
2437) predicted: 1, label: 2
2438) predicted: 3, label: 9
2439) predicted: 3, label: 2
2440) predicted: 0, label: 4
2445) predicted: 8, label: 5
2446) predicted: 3, label: 2
2447) predicted: 9, label: 4
2449) predicted: 8, label: 0
2452) predicted: 0, label: 5
2453) predicted: 1, label: 3
2454) predicted: 3, label: 6
2456) predicted: 7, label: 9
2457) predicted: 8, label: 4
2459) predicted: 3, label: 2
2460) predicted: 8, label: 5
2462) predicted: 0, label: 2
2464) predicted: 9, label: 4
2470) predicted: 3, label: 8
2472) predicted: 7, label: 9
2474) predicted: 1, label: 7
2475) predicted: 8, label: 2
2476) predicted: 3, label: 5
2477) predicted: 4, label: 9
2478) predicted: 3, label: 9
2480) predicted: 1, label: 7
2481) predicted: 3, label: 2
2487) predicted: 8, label: 5
2488) predicted: 3, label: 2
2489) predicted: 0, label: 4
2491) predicted: 9, label: 2
2493) predicted: 8, label: 9
2495) predicted: 8, label: 2
2496) predicted: 3, label: 2
2499) predicted: 9, label: 4
2500) predicted: 1, label: 2
2503) predicted: 0, label: 2
2505) predicted: 4, label: 7
2507) predicted: 8, label: 7
2509) predicted: 8, label: 4
2513) predicted: 1, label: 7
2514) predicted: 9, label: 4
2515) predicted: 8, label: 5
2516) predicted: 3, label: 9
2517) predicted: 8, label: 2
2518) predicted: 0, label: 5
2520) predicted: 1, label: 8
2521) predicted: 0, label: 7
2525) predicted: 1, label: 5
2526) predicted: 3, label: 5
2530) predicted: 8, label: 4
2532) predicted: 1, label: 6
2535) predicted: 0, label: 6
2537) predicted: 7, label: 4
2540) predicted: 0, label: 5
2542) predicted: 0, label: 6
2545) predicted: 3, label: 5
2546) predicted: 8, label: 5
2548) predicted: 7, label: 9
2554) predicted: 8, label: 5
2556) predicted: 3, label: 5
2558) predicted: 3, label: 5
2559) predicted: 3, label: 5
2564) predicted: 1, label: 7
2566) predicted: 1, label: 3
2569) predicted: 0, label: 5
2571) predicted: 3, label: 0
2572) predicted: 0, label: 2
2573) predicted: 1, label: 5
2574) predicted: 3, label: 5
2578) predicted: 1, label: 7
2581) predicted: 8, label: 5
2586) predicted: 3, label: 5
2588) predicted: 0, label: 7
2589) predicted: 3, label: 9
2596) predicted: 8, label: 2
2597) predicted: 3, label: 5
2598) predicted: 1, label: 8
2602) predicted: 3, label: 2
2603) predicted: 7, label: 9
2604) predicted: 3, label: 5
2606) predicted: 3, label: 5
2607) predicted: 0, label: 7
2608) predicted: 1, label: 8
2610) predicted: 8, label: 2
2611) predicted: 1, label: 5
2613) predicted: 0, label: 4
2615) predicted: 7, label: 4
2616) predicted: 8, label: 5
2617) predicted: 1, label: 8
2620) predicted: 8, label: 6
2621) predicted: 0, label: 2
2622) predicted: 3, label: 7
2625) predicted: 1, label: 2
2628) predicted: 1, label: 7
2631) predicted: 6, label: 0
2633) predicted: 7, label: 9
2635) predicted: 3, label: 2
2636) predicted: 0, label: 8
2637) predicted: 3, label: 9
2644) predicted: 8, label: 5
2645) predicted: 7, label: 4
2647) predicted: 1, label: 3
2648) predicted: 0, label: 9
2651) predicted: 8, label: 6
2652) predicted: 3, label: 2
2653) predicted: 8, label: 5
2654) predicted: 1, label: 6
2658) predicted: 1, label: 4
2659) predicted: 8, label: 4
2662) predicted: 0, label: 2
2664) predicted: 0, label: 2
2665) predicted: 1, label: 7
2668) predicted: 3, label: 5
2670) predicted: 0, label: 5
2675) predicted: 9, label: 4
2677) predicted: 1, label: 6
2678) predicted: 9, label: 4
2679) predicted: 8, label: 2
2680) predicted: 8, label: 4
2681) predicted: 1, label: 3
2682) predicted: 8, label: 5
2683) predicted: 8, label: 4
2685) predicted: 3, label: 9
2686) predicted: 0, label: 5
2689) predicted: 3, label: 5
2695) predicted: 0, label: 7
2697) predicted: 3, label: 5
2698) predicted: 1, label: 5
2699) predicted: 8, label: 2
2700) predicted: 3, label: 7
2701) predicted: 9, label: 4
2702) predicted: 0, label: 6
2708) predicted: 8, label: 4
2709) predicted: 9, label: 4
2711) predicted: 0, label: 6
2713) predicted: 8, label: 0
2715) predicted: 7, label: 4
2720) predicted: 7, label: 9
2724) predicted: 3, label: 8
2726) predicted: 8, label: 2
2727) predicted: 3, label: 5
2728) predicted: 0, label: 6
2729) predicted: 1, label: 2
2730) predicted: 1, label: 7
2732) predicted: 8, label: 6
2740) predicted: 1, label: 9
2741) predicted: 8, label: 2
2742) predicted: 3, label: 9
2743) predicted: 1, label: 5
2749) predicted: 3, label: 7
2750) predicted: 1, label: 6
2751) predicted: 0, label: 6
2752) predicted: 0, label: 2
2754) predicted: 0, label: 6
2758) predicted: 3, label: 8
2760) predicted: 1, label: 9
2762) predicted: 8, label: 6
2768) predicted: 3, label: 5
2769) predicted: 7, label: 9
2771) predicted: 9, label: 4
2772) predicted: 1, label: 5
2773) predicted: 3, label: 5
2775) predicted: 3, label: 5
2778) predicted: 9, label: 4
2780) predicted: 0, label: 2
2784) predicted: 3, label: 2
2787) predicted: 0, label: 2
2790) predicted: 8, label: 5
2791) predicted: 0, label: 6
2793) predicted: 1, label: 8
2797) predicted: 3, label: 5
2798) predicted: 8, label: 5
2801) predicted: 0, label: 6
2802) predicted: 0, label: 2
2804) predicted: 9, label: 4
2805) predicted: 8, label: 5
2806) predicted: 9, label: 4
2810) predicted: 3, label: 5
2814) predicted: 3, label: 5
2818) predicted: 6, label: 4
2820) predicted: 4, label: 7
2823) predicted: 3, label: 7
2826) predicted: 0, label: 6
2829) predicted: 8, label: 5
2832) predicted: 3, label: 5
2834) predicted: 0, label: 8
2835) predicted: 9, label: 4
2836) predicted: 9, label: 4
2838) predicted: 8, label: 2
2839) predicted: 3, label: 5
2843) predicted: 0, label: 7
2845) predicted: 7, label: 9
2847) predicted: 9, label: 4
2848) predicted: 8, label: 2
2850) predicted: 0, label: 5
2851) predicted: 3, label: 7
2853) predicted: 8, label: 3
2854) predicted: 7, label: 9
2855) predicted: 1, label: 5
2860) predicted: 8, label: 6
2861) predicted: 1, label: 2
2862) predicted: 1, label: 8
2863) predicted: 1, label: 9
2864) predicted: 3, label: 2
2866) predicted: 8, label: 6
2872) predicted: 8, label: 4
2875) predicted: 7, label: 9
2877) predicted: 8, label: 4
2879) predicted: 8, label: 4
2882) predicted: 3, label: 4
2883) predicted: 8, label: 9
2886) predicted: 9, label: 4
2888) predicted: 1, label: 7
2889) predicted: 0, label: 4
2891) predicted: 1, label: 2
2896) predicted: 3, label: 8
2898) predicted: 9, label: 4
2900) predicted: 0, label: 4
2901) predicted: 1, label: 4
2903) predicted: 3, label: 5
2904) predicted: 8, label: 2
2905) predicted: 3, label: 8
2907) predicted: 9, label: 4
2908) predicted: 3, label: 9
2909) predicted: 3, label: 5
2910) predicted: 8, label: 2
2911) predicted: 1, label: 8
2913) predicted: 3, label: 5
2915) predicted: 1, label: 7
2916) predicted: 1, label: 9
2917) predicted: 9, label: 4
2918) predicted: 0, label: 2
2919) predicted: 3, label: 5
2922) predicted: 3, label: 5
2925) predicted: 6, label: 5
2929) predicted: 0, label: 9
2930) predicted: 1, label: 5
2938) predicted: 9, label: 4
2939) predicted: 3, label: 9
2940) predicted: 1, label: 2
2945) predicted: 1, label: 3
2948) predicted: 3, label: 5
2949) predicted: 1, label: 8
2951) predicted: 8, label: 5
2955) predicted: 0, label: 3
2956) predicted: 3, label: 5
2957) predicted: 6, label: 5
2959) predicted: 3, label: 2
2961) predicted: 9, label: 7
2968) predicted: 3, label: 7
2969) predicted: 6, label: 5
2970) predicted: 3, label: 5
2971) predicted: 3, label: 2
2973) predicted: 3, label: 9
2975) predicted: 0, label: 8
2976) predicted: 0, label: 6
2977) predicted: 3, label: 2
2981) predicted: 0, label: 2
2986) predicted: 8, label: 5
2987) predicted: 8, label: 5
2989) predicted: 1, label: 3
2990) predicted: 3, label: 8
2993) predicted: 8, label: 7
2995) predicted: 8, label: 6
2998) predicted: 9, label: 4
3002) predicted: 1, label: 8
3004) predicted: 3, label: 2
3005) predicted: 1, label: 9
3007) predicted: 8, label: 5
3008) predicted: 7, label: 9
3009) predicted: 1, label: 7
3011) predicted: 0, label: 7
3017) predicted: 9, label: 4
3021) predicted: 3, label: 2
3022) predicted: 8, label: 5
3024) predicted: 0, label: 4
3025) predicted: 9, label: 4
3028) predicted: 8, label: 5
3029) predicted: 8, label: 4
3030) predicted: 8, label: 6
3031) predicted: 0, label: 6
3033) predicted: 9, label: 6
3035) predicted: 0, label: 2
3037) predicted: 0, label: 2
3038) predicted: 9, label: 7
3042) predicted: 8, label: 4
3046) predicted: 3, label: 8
3047) predicted: 3, label: 2
3048) predicted: 6, label: 2
3049) predicted: 1, label: 3
3051) predicted: 1, label: 6
3053) predicted: 8, label: 5
3055) predicted: 1, label: 7
3056) predicted: 3, label: 9
3057) predicted: 0, label: 2
3059) predicted: 3, label: 7
3060) predicted: 1, label: 9
3062) predicted: 1, label: 8
3065) predicted: 1, label: 8
3066) predicted: 8, label: 4
3068) predicted: 1, label: 8
3069) predicted: 0, label: 4
3071) predicted: 9, label: 2
3072) predicted: 1, label: 8
3073) predicted: 3, label: 1
3075) predicted: 3, label: 9
3081) predicted: 8, label: 2
3084) predicted: 9, label: 7
3086) predicted: 9, label: 4
3089) predicted: 3, label: 2
3093) predicted: 3, label: 5
3095) predicted: 6, label: 5
3096) predicted: 9, label: 4
3100) predicted: 3, label: 5
3101) predicted: 0, label: 7
3102) predicted: 3, label: 5
3103) predicted: 3, label: 7
3105) predicted: 3, label: 2
3106) predicted: 8, label: 2
3107) predicted: 3, label: 7
3109) predicted: 3, label: 7
3112) predicted: 3, label: 8
3113) predicted: 8, label: 5
3114) predicted: 6, label: 4
3115) predicted: 8, label: 5
3116) predicted: 3, label: 2
3117) predicted: 1, label: 5
3119) predicted: 3, label: 5
3120) predicted: 0, label: 3
3122) predicted: 3, label: 7
3123) predicted: 9, label: 4
3124) predicted: 3, label: 1
3127) predicted: 8, label: 5
3128) predicted: 8, label: 2
3130) predicted: 0, label: 6
3133) predicted: 8, label: 4
3134) predicted: 3, label: 2
3136) predicted: 1, label: 7
3137) predicted: 9, label: 4
3142) predicted: 8, label: 2
3144) predicted: 0, label: 6
3145) predicted: 3, label: 5
3147) predicted: 3, label: 9
3151) predicted: 1, label: 2
3154) predicted: 9, label: 4
3155) predicted: 7, label: 4
3157) predicted: 3, label: 5
3160) predicted: 8, label: 9
3166) predicted: 1, label: 7
3167) predicted: 1, label: 3
3169) predicted: 8, label: 4
3171) predicted: 8, label: 5
3172) predicted: 3, label: 4
3176) predicted: 3, label: 2
3180) predicted: 3, label: 2
3181) predicted: 0, label: 6
3183) predicted: 8, label: 5
3184) predicted: 3, label: 7
3188) predicted: 8, label: 4
3189) predicted: 4, label: 7
3190) predicted: 3, label: 9
3193) predicted: 8, label: 3
3194) predicted: 7, label: 4
3195) predicted: 8, label: 2
3199) predicted: 3, label: 5
3200) predicted: 3, label: 9
3201) predicted: 0, label: 2
3202) predicted: 1, label: 7
3205) predicted: 3, label: 8
3206) predicted: 3, label: 8
3207) predicted: 1, label: 2
3212) predicted: 0, label: 2
3213) predicted: 1, label: 7
3218) predicted: 8, label: 6
3220) predicted: 3, label: 5
3222) predicted: 0, label: 6
3223) predicted: 0, label: 2
3225) predicted: 1, label: 7
3228) predicted: 9, label: 4
3229) predicted: 3, label: 2
3232) predicted: 9, label: 4
3233) predicted: 9, label: 4
3234) predicted: 9, label: 4
3235) predicted: 9, label: 4
3236) predicted: 1, label: 7
3239) predicted: 1, label: 2
3240) predicted: 3, label: 9
3245) predicted: 1, label: 8
3247) predicted: 9, label: 4
3248) predicted: 8, label: 3
3250) predicted: 1, label: 2
3252) predicted: 1, label: 6
3254) predicted: 8, label: 6
3256) predicted: 3, label: 2
3257) predicted: 3, label: 2
3258) predicted: 1, label: 2
3260) predicted: 3, label: 2
3262) predicted: 1, label: 7
3266) predicted: 3, label: 0
3267) predicted: 3, label: 2
3269) predicted: 0, label: 6
3274) predicted: 1, label: 2
3275) predicted: 0, label: 5
3277) predicted: 1, label: 7
3278) predicted: 9, label: 4
3280) predicted: 3, label: 2
3282) predicted: 9, label: 4
3284) predicted: 9, label: 8
3285) predicted: 1, label: 3
3287) predicted: 0, label: 9
3288) predicted: 0, label: 4
3291) predicted: 8, label: 4
3292) predicted: 9, label: 7
3293) predicted: 3, label: 2
3294) predicted: 3, label: 7
3295) predicted: 0, label: 5
3296) predicted: 3, label: 7
3298) predicted: 9, label: 4
3301) predicted: 1, label: 2
3302) predicted: 8, label: 6
3304) predicted: 1, label: 6
3307) predicted: 0, label: 6
3308) predicted: 3, label: 7
3311) predicted: 8, label: 5
3312) predicted: 3, label: 5
3316) predicted: 9, label: 7
3318) predicted: 8, label: 2
3319) predicted: 3, label: 8
3321) predicted: 3, label: 5
3323) predicted: 0, label: 8
3327) predicted: 3, label: 2
3329) predicted: 1, label: 7
3330) predicted: 0, label: 2
3333) predicted: 9, label: 7
3334) predicted: 8, label: 5
3335) predicted: 8, label: 5
3336) predicted: 8, label: 5
3337) predicted: 1, label: 2
3339) predicted: 8, label: 2
3341) predicted: 0, label: 4
3344) predicted: 1, label: 6
3345) predicted: 0, label: 5
3352) predicted: 3, label: 7
3355) predicted: 3, label: 2
3356) predicted: 3, label: 7
3357) predicted: 0, label: 4
3361) predicted: 3, label: 7
3364) predicted: 0, label: 8
3365) predicted: 1, label: 6
3366) predicted: 9, label: 4
3367) predicted: 3, label: 2
3369) predicted: 1, label: 9
3370) predicted: 9, label: 4
3372) predicted: 3, label: 5
3373) predicted: 0, label: 7
3375) predicted: 0, label: 2
3376) predicted: 9, label: 7
3377) predicted: 3, label: 4
3381) predicted: 1, label: 3
3384) predicted: 3, label: 2
3385) predicted: 3, label: 9
3388) predicted: 1, label: 4
3393) predicted: 3, label: 5
3394) predicted: 0, label: 9
3396) predicted: 3, label: 2
3397) predicted: 9, label: 4
3398) predicted: 1, label: 6
3399) predicted: 3, label: 7
3402) predicted: 3, label: 6
3405) predicted: 1, label: 4
3408) predicted: 3, label: 5
3410) predicted: 9, label: 4
3414) predicted: 3, label: 5
3415) predicted: 8, label: 2
3416) predicted: 3, label: 5
3418) predicted: 1, label: 7
3422) predicted: 0, label: 6
3426) predicted: 4, label: 9
3427) predicted: 1, label: 6
3428) predicted: 1, label: 6
3429) predicted: 1, label: 4
3431) predicted: 9, label: 4
3435) predicted: 8, label: 2
3436) predicted: 3, label: 2
3437) predicted: 9, label: 4
3440) predicted: 3, label: 8
3441) predicted: 0, label: 7
3442) predicted: 1, label: 6
3447) predicted: 0, label: 6
3450) predicted: 1, label: 0
3451) predicted: 1, label: 7
3453) predicted: 1, label: 7
3456) predicted: 8, label: 3
3459) predicted: 0, label: 9
3460) predicted: 0, label: 9
3462) predicted: 8, label: 5
3463) predicted: 8, label: 4
3465) predicted: 9, label: 4
3467) predicted: 8, label: 9
3468) predicted: 8, label: 5
3470) predicted: 8, label: 5
3473) predicted: 0, label: 8
3474) predicted: 3, label: 2
3475) predicted: 7, label: 3
3476) predicted: 1, label: 3
3477) predicted: 8, label: 9
3482) predicted: 0, label: 2
3483) predicted: 3, label: 9
3488) predicted: 0, label: 6
3489) predicted: 1, label: 2
3490) predicted: 9, label: 4
3494) predicted: 1, label: 7
3495) predicted: 9, label: 4
3497) predicted: 9, label: 4
3498) predicted: 9, label: 7
3500) predicted: 9, label: 4
3501) predicted: 7, label: 9
3503) predicted: 3, label: 9
3504) predicted: 1, label: 9
3506) predicted: 6, label: 5
3508) predicted: 8, label: 2
3510) predicted: 3, label: 2
3511) predicted: 3, label: 2
3513) predicted: 0, label: 2
3514) predicted: 8, label: 2
3517) predicted: 0, label: 4
3520) predicted: 0, label: 6
3521) predicted: 3, label: 8
3522) predicted: 1, label: 2
3523) predicted: 8, label: 4
3525) predicted: 0, label: 7
3530) predicted: 9, label: 4
3533) predicted: 9, label: 4
3534) predicted: 8, label: 4
3535) predicted: 3, label: 7
3537) predicted: 1, label: 5
3539) predicted: 0, label: 6
3542) predicted: 0, label: 4
3543) predicted: 3, label: 4
3547) predicted: 3, label: 2
3549) predicted: 8, label: 3
3551) predicted: 7, label: 4
3552) predicted: 0, label: 5
3556) predicted: 8, label: 5
3557) predicted: 1, label: 6
3558) predicted: 3, label: 5
3559) predicted: 3, label: 8
3561) predicted: 9, label: 4
3564) predicted: 1, label: 6
3565) predicted: 3, label: 5
3566) predicted: 1, label: 2
3568) predicted: 8, label: 4
3569) predicted: 0, label: 5
3570) predicted: 8, label: 5
3571) predicted: 8, label: 4
3573) predicted: 9, label: 7
3575) predicted: 6, label: 7
3577) predicted: 8, label: 2
3578) predicted: 3, label: 2
3580) predicted: 1, label: 7
3583) predicted: 3, label: 8
3585) predicted: 3, label: 7
3587) predicted: 4, label: 9
3590) predicted: 1, label: 5
3591) predicted: 3, label: 5
3595) predicted: 8, label: 5
3596) predicted: 0, label: 4
3597) predicted: 3, label: 9
3598) predicted: 3, label: 1
3599) predicted: 1, label: 2
3600) predicted: 1, label: 2
3604) predicted: 0, label: 7
3607) predicted: 9, label: 4
3610) predicted: 8, label: 4
3611) predicted: 3, label: 2
3612) predicted: 9, label: 4
3614) predicted: 0, label: 6
3615) predicted: 8, label: 4
3617) predicted: 1, label: 6
3618) predicted: 4, label: 9
3619) predicted: 3, label: 5
3622) predicted: 0, label: 6
3623) predicted: 8, label: 5
3626) predicted: 3, label: 8
3627) predicted: 6, label: 8
3628) predicted: 0, label: 2
3629) predicted: 0, label: 8
3631) predicted: 8, label: 5
3635) predicted: 0, label: 8
3636) predicted: 3, label: 5
3644) predicted: 1, label: 8
3645) predicted: 8, label: 5
3646) predicted: 6, label: 0
3653) predicted: 9, label: 4
3654) predicted: 1, label: 5
3655) predicted: 1, label: 2
3656) predicted: 4, label: 7
3658) predicted: 3, label: 2
3661) predicted: 8, label: 2
3662) predicted: 0, label: 8
3663) predicted: 8, label: 5
3664) predicted: 8, label: 9
3665) predicted: 0, label: 6
3666) predicted: 7, label: 9
3667) predicted: 9, label: 7
3668) predicted: 0, label: 2
3672) predicted: 9, label: 4
3674) predicted: 3, label: 8
3675) predicted: 0, label: 2
3676) predicted: 9, label: 4
3678) predicted: 3, label: 5
3681) predicted: 0, label: 2
3682) predicted: 8, label: 2
3684) predicted: 9, label: 4
3685) predicted: 0, label: 4
3686) predicted: 1, label: 3
3688) predicted: 1, label: 6
3691) predicted: 3, label: 5
3694) predicted: 1, label: 2
3696) predicted: 3, label: 2
3700) predicted: 7, label: 4
3701) predicted: 1, label: 3
3702) predicted: 8, label: 5
3703) predicted: 1, label: 2
3708) predicted: 3, label: 8
3709) predicted: 3, label: 9
3711) predicted: 7, label: 9
3713) predicted: 1, label: 7
3718) predicted: 8, label: 4
3721) predicted: 1, label: 7
3722) predicted: 9, label: 4
3723) predicted: 8, label: 9
3726) predicted: 1, label: 4
3727) predicted: 0, label: 8
3728) predicted: 8, label: 4
3729) predicted: 3, label: 2
3730) predicted: 9, label: 7
3731) predicted: 0, label: 2
3732) predicted: 1, label: 8
3736) predicted: 1, label: 7
3744) predicted: 0, label: 6
3748) predicted: 1, label: 6
3749) predicted: 0, label: 6
3750) predicted: 8, label: 5
3751) predicted: 3, label: 7
3752) predicted: 0, label: 4
3753) predicted: 1, label: 7
3754) predicted: 8, label: 5
3755) predicted: 8, label: 9
3756) predicted: 0, label: 5
3758) predicted: 9, label: 4
3760) predicted: 1, label: 9
3762) predicted: 1, label: 6
3763) predicted: 9, label: 5
3767) predicted: 8, label: 7
3769) predicted: 1, label: 3
3770) predicted: 0, label: 4
3772) predicted: 3, label: 2
3773) predicted: 0, label: 2
3775) predicted: 8, label: 2
3776) predicted: 8, label: 5
3778) predicted: 3, label: 5
3780) predicted: 0, label: 4
3782) predicted: 3, label: 8
3783) predicted: 3, label: 9
3785) predicted: 3, label: 2
3788) predicted: 3, label: 5
3791) predicted: 0, label: 9
3792) predicted: 0, label: 4
3793) predicted: 8, label: 4
3794) predicted: 3, label: 8
3796) predicted: 1, label: 2
3797) predicted: 8, label: 5
3799) predicted: 3, label: 7
3800) predicted: 1, label: 6
3801) predicted: 0, label: 6
3802) predicted: 8, label: 2
3806) predicted: 8, label: 5
3808) predicted: 0, label: 7
3810) predicted: 3, label: 5
3811) predicted: 0, label: 2
3812) predicted: 0, label: 3
3813) predicted: 3, label: 8
3814) predicted: 8, label: 5
3817) predicted: 0, label: 2
3819) predicted: 0, label: 4
3820) predicted: 0, label: 9
3821) predicted: 3, label: 9
3823) predicted: 0, label: 2
3824) predicted: 8, label: 3
3826) predicted: 6, label: 5
3827) predicted: 0, label: 6
3828) predicted: 0, label: 4
3829) predicted: 0, label: 8
3831) predicted: 7, label: 9
3832) predicted: 3, label: 2
3833) predicted: 1, label: 8
3835) predicted: 0, label: 6
3836) predicted: 0, label: 7
3837) predicted: 3, label: 5
3838) predicted: 1, label: 7
3839) predicted: 3, label: 2
